Title:,Time Series, Area-Averaged of Sea Surface Temperature at 11 microns (Day) monthly 4 km [MODIS-Aqua ()
User Start Date:,2002-07-04T00:00:00Z,
User End Date:,2019-02-28T23:59:59Z,
User Bounding Box:,"-124.6001,47.6017,-124.4497,47.75",
Data Bounding Box:,"-124.562,47.6042,-124.479,47.7292",
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2002-07-04T00:00:00Z&endtime=2019-02-28T23:59:59Z&bbox=-124.6001,47.6017,-124.4497,47.75&data=MODISA_L3m_SST_8d_4km_2014_nsst%2CMODISA_L3m_SST_2014_sst&portal=GIOVANNI&format=json",
Fill Value (MODISA_L3m_SST_2014_sst): -32767,,
,,
time, MODISA_L3m_SST_2014_sst,
7/4/02 0:55,12.8167658,
8/6/02 15:17,13.2203798,
9/1/02 0:45,14.3105793,
10/1/02 0:30,11.3018742,
11/1/02 0:20,9.87117863,
12/1/02 0:00,9.00252914,
1/1/03 0:50,10.1732712,
2/1/03 0:10,8.94244766,
3/1/03 0:35,9.37877274,
4/1/03 0:25,9.58323097,
5/1/03 0:35,12.4626331,
6/1/03 0:00,14.2694921,
7/1/03 0:10,14.710041,
8/1/03 0:50,14.4728184,
9/1/03 0:20,14.3162546,
10/1/03 0:30,12.541194,
11/1/03 0:00,10.4984837,
12/1/03 0:05,8.90492439,
1/1/04 0:20,8.41367626,
2/1/04 0:15,8.95369816,
3/1/04 0:45,9.32226467,
4/1/04 0:05,11.1666594,
5/1/04 0:45,13.7999344,
6/1/04 0:10,15.1807966,
7/1/04 0:20,13.0606747,
8/1/04 1:00,16.6232262,
9/1/04 0:30,15.9366627,
10/1/04 0:10,11.8601522,
11/1/04 0:05,10.272646,
12/1/04 0:15,9.73907089,
1/1/05 0:35,7.84132671,
2/1/05 0:25,8.50986099,
3/1/05 0:15,10.5337572,
4/1/05 0:10,10.554698,
5/1/05 0:20,13.7854519,
6/1/05 1:00,15.6247206,
7/1/05 0:00,16.6175232,
8/1/05 0:35,13.3602238,
9/1/05 0:00,13.5218906,
10/1/05 0:10,13.4300194,
11/1/05 0:35,10.8218222,
12/1/05 0:45,8.18255615,
1/1/06 0:00,9.5210638,
2/1/06 0:00,9.37097836,
3/1/06 0:20,8.28373146,
4/1/06 0:40,10.8196983,
5/1/06 0:00,11.4048548,
6/1/06 0:40,13.1953106,
7/1/06 0:50,13.917634,
8/1/06 0:15,12.9539557,
9/1/06 0:40,12.8872232,
10/1/06 0:00,11.5290222,
11/1/06 0:05,9.10666656,
12/1/06 0:15,8.68612957,
1/1/07 0:10,7.52004528,
2/1/07 0:30,6.67567062,
3/1/07 0:00,9.31574345,
4/1/07 0:15,10.3386993,
5/1/07 0:50,9.82827663,
6/1/07 0:15,15.3221931,
7/1/07 0:25,16.1622181,
8/1/07 0:00,16.0175591,
9/1/07 0:35,12.0008364,
10/1/07 0:15,12.0562983,
11/1/07 0:10,9.88149071,
12/1/07 0:20,8.00443935,
1/1/08 0:40,7.13200665,
2/1/08 0:00,7.18983746,
3/1/08 0:05,7.95021009,
4/1/08 0:25,9.96428776,
5/1/08 1:00,11.2783966,
6/1/08 0:25,11.388957,
7/1/08 0:35,12.9901943,
8/1/08 0:00,14.5212936,
9/1/08 0:45,13.6592712,
10/1/08 0:30,12.1445589,
11/1/08 0:25,10.6345806,
12/1/08 0:00,9.53002739,
1/1/09 0:00,5.98468971,
2/1/09 0:15,7.36324501,
3/1/09 0:40,7.73638487,
4/1/09 0:00,9.9087553,
5/1/09 0:40,11.4170609,
6/1/09 0:05,14.2035618,
7/1/09 0:15,14.5325146,
8/1/09 1:00,14.3598471,
9/1/09 0:25,16.1741524,
10/1/09 0:00,12.3257198,
11/1/09 0:00,9.79749966,
12/1/09 0:10,8.45743561,
1/1/10 0:25,8.59706306,
2/1/10 0:20,9.83287334,
3/1/10 0:10,9.54818058,
4/1/10 0:00,10.9563332,
5/1/10 0:15,11.1554012,
6/1/10 0:55,13.5759335,
7/1/10 1:05,14.0816851,
8/1/10 0:30,13.8761959,
9/1/10 0:00,14.6748867,
10/1/10 0:05,13.8683891,
11/1/10 0:25,10.8512812,
12/1/10 0:35,9.151371,
1/1/11 0:25,8.34564018,
2/1/11 0:50,7.84371853,
3/1/11 0:10,7.97448301,
4/1/11 0:30,9.43490696,
5/1/11 1:00,11.5431042,
6/1/11 0:30,14.0919266,
7/1/11 0:40,14.7719679,
8/1/11 0:05,13.4975119,
9/1/11 0:50,13.7058687,
10/1/11 0:35,13.3434086,
11/1/11 0:25,10.6963587,
12/1/11 0:05,8.11602116,
1/1/12 0:00,8.32115364,
2/1/12 0:15,8.22763252,
3/1/12 0:20,7.82121325,
4/1/12 0:45,9.07068729,
5/1/12 0:00,11.0543728,
6/1/12 0:40,14.0653429,
7/1/12 0:50,14.9630814,
8/1/12 0:15,14.200038,
9/1/12 0:40,13.9280081,
10/1/12 0:00,11.256443,
11/1/12 0:05,11.1071234,
12/1/12 0:15,9.57210541,
1/1/13 0:10,8.09186268,
2/1/13 0:30,5.57531071,
3/1/13 0:00,7.75720787,
4/1/13 0:15,10.0604486,
5/1/13 0:50,14.0721807,
6/1/13 0:15,13.762475,
7/1/13 0:25,14.9520245,
8/1/13 0:00,14.3919268,
9/1/13 0:35,16.2522297,
10/1/13 0:20,14.3208599,
11/1/13 0:10,9.46466541,
12/1/13 0:20,8.41568565,
1/1/14 0:45,6.24188995,
2/1/14 0:00,7.54957438,
3/1/14 0:25,10.1479216,
4/1/14 0:15,11.5971737,
5/1/14 0:25,13.8298397,
6/1/14 0:00,13.3339128,
7/1/14 0:00,15.5833349,
8/1/14 0:45,14.164115,
9/1/14 0:10,15.2836485,
10/1/14 0:20,15.4259768,
11/1/14 0:45,13.655014,
12/1/14 0:00,11.4230061,
1/1/15 0:10,10.1297026,
2/1/15 0:05,11.1382856,
3/1/15 0:25,11.2616777,
4/1/15 0:00,11.7000132,
5/1/15 0:00,11.9968319,
6/1/15 0:45,12.2974291,
7/1/15 0:55,16.0834236,
8/1/15 0:20,14.0728312,
9/1/15 0:45,15.2997437,
10/1/15 0:00,14.4821434,
11/1/15 0:10,12.1157169,
12/1/15 0:25,9.77814865,
1/1/16 0:15,8.40856934,
2/1/16 0:35,10.1508436,
3/1/16 0:05,10.5412474,
4/1/16 0:00,12.1736984,
5/1/16 0:10,12.2419252,
6/1/16 0:55,13.8246441,
7/1/16 1:00,15.8616419,
8/1/16 0:30,14.4261284,
9/1/16 0:00,14.889226,
10/1/16 0:05,13.1816463,
11/1/16 0:25,13.420826,
12/1/16 0:35,9.1129818,
1/1/17 0:25,7.85366488,
2/1/17 0:50,8.3542757,
3/1/17 0:10,9.6501236,
4/1/17 0:30,10.4193506,
5/1/17 1:00,11.9994488,
6/1/17 0:30,14.1075754,
7/1/17 0:40,13.3992491,
8/1/17 0:05,13.5144205,
9/1/17 0:25,13.910862,
10/1/17 0:35,14.4956799,
11/1/17 0:25,10.9030533,
12/1/17 0:05,9.58248043,
1/1/18 0:00,8.40153408,
2/1/18 0:20,8.93370533,
3/1/18 0:45,9.08370209,
4/1/18 0:00,10.8646097,
5/1/18 0:40,13.0625057,
6/1/18 0:05,14.6649885,
7/1/18 0:15,15.1116352,
8/1/18 1:00,15.2756929,
9/1/18 0:25,14.1187162,
10/1/18 0:05,13.5645676,
11/1/18 0:00,11.1552839,
12/1/18 0:10,9.99702644,
1/1/19 0:30,9.37204742,
2/1/19 0:20,7.83989429,
