Title:,Time Series, Area-Averaged of Chlorophyll a concentration monthly 4 km [MODIS-Aqua MODISA_L3m_CHL v2018] ()
User Start Date:,2002-07-01T00:00:00Z,
User End Date:,2019-02-28T23:59:59Z,
User Bounding Box:,"-124.0494,47.9224,-122.4564,48.5156",
Data Bounding Box:,"-124.021,47.9375,-122.479,48.4792",
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2002-07-01T00:00:00Z&endtime=2019-02-28T23:59:59Z&bbox=-124.0494,47.9224,-122.4564,48.5156&data=MODISA_L3m_CHL_2018_chlor_a&portal=GIOVANNI&format=json",
Fill Value (mean_MODISA_L3m_CHL_2018_chlor_a): -32767,,
,,
time, mean_MODISA_L3m_CHL_2018_chlor_a,
7/4/02 0:40,2.80141306,
8/6/02 15:17,2.92212582,
9/1/02 0:45,3.34613943,
10/1/02 0:30,2.56018019,
11/1/02 0:20,2.37937856,
12/1/02 0:00,-32767,
1/1/03 0:50,2.01472116,
2/1/03 0:10,3.55045605,
3/1/03 0:35,1.8063513,
4/1/03 0:25,2.65836596,
5/1/03 0:35,3.18233252,
6/1/03 0:00,7.85243797,
7/1/03 0:10,8.58561611,
8/1/03 0:50,4.25896454,
9/1/03 0:20,2.68012977,
10/1/03 0:30,3.37329078,
11/1/03 0:00,2.88763142,
12/1/03 0:05,-32767,
1/1/04 0:20,1.43002212,
2/1/04 0:15,2.914639,
3/1/04 0:45,3.10497665,
4/1/04 0:05,6.76994133,
5/1/04 0:45,3.43526506,
6/1/04 0:10,5.8355279,
7/1/04 0:20,5.72333574,
8/1/04 1:00,5.5143609,
9/1/04 0:30,2.0252142,
10/1/04 0:10,2.58089685,
11/1/04 0:05,4.34585619,
12/1/04 0:15,-32767,
1/1/05 0:35,2.61770368,
2/1/05 0:25,3.00956225,
3/1/05 0:15,2.30558348,
4/1/05 0:10,5.45594549,
5/1/05 0:20,2.60643339,
6/1/05 1:00,2.21886897,
7/1/05 0:00,4.47501564,
8/1/05 0:35,6.17846203,
9/1/05 0:00,2.24939108,
10/1/05 0:10,1.40541244,
11/1/05 0:35,1.82418132,
12/1/05 0:45,-32767,
1/1/06 0:00,1.76632106,
2/1/06 0:00,3.19880557,
3/1/06 0:20,1.63773704,
4/1/06 0:40,2.06964469,
5/1/06 0:00,6.71782398,
6/1/06 0:40,5.67477942,
7/1/06 0:50,5.12944221,
8/1/06 0:15,6.21131659,
9/1/06 0:40,2.83183861,
10/1/06 0:00,2.84826255,
11/1/06 0:05,1.66442513,
12/1/06 0:15,-32767,
1/1/07 0:10,3.08285475,
2/1/07 0:30,2.21492457,
3/1/07 0:00,1.73354375,
4/1/07 0:15,2.11109972,
5/1/07 0:50,5.45377922,
6/1/07 0:15,6.78810644,
7/1/07 0:25,4.05477095,
8/1/07 0:00,3.84916186,
9/1/07 0:35,2.95494914,
10/1/07 0:15,2.1625185,
11/1/07 0:10,6.8971858,
12/1/07 0:20,-32767,
1/1/08 0:40,2.87847328,
2/1/08 0:00,2.28118992,
3/1/08 0:05,2.05582881,
4/1/08 0:25,2.62390828,
5/1/08 1:00,4.02865219,
6/1/08 0:25,7.85786533,
7/1/08 0:35,6.89406109,
8/1/08 0:00,1.6699605,
9/1/08 0:45,7.20379591,
10/1/08 0:30,3.1039114,
11/1/08 0:25,4.28787041,
12/1/08 0:00,-32767,
1/1/09 0:00,3.53158855,
2/1/09 0:15,4.07110739,
3/1/09 0:40,2.42251039,
4/1/09 0:00,3.91688561,
5/1/09 0:40,6.28742266,
6/1/09 0:05,7.90945244,
7/1/09 0:15,3.25069141,
8/1/09 1:00,2.32934356,
9/1/09 0:25,2.42628884,
10/1/09 0:00,1.80526817,
11/1/09 0:00,6.79704285,
12/1/09 0:10,-32767,
1/1/10 0:25,3.85438943,
2/1/10 0:20,2.38308597,
3/1/10 0:10,3.01821446,
4/1/10 0:00,2.3685441,
5/1/10 0:15,6.18936205,
6/1/10 0:55,2.25116062,
7/1/10 1:05,5.78853369,
8/1/10 0:30,3.58549571,
9/1/10 0:00,2.09911299,
10/1/10 0:05,4.16043043,
11/1/10 0:25,4.2863574,
12/1/10 0:35,-32767,
1/1/11 0:25,1.19167757,
2/1/11 0:50,2.91024876,
3/1/11 0:10,1.5275898,
4/1/11 0:30,2.28394699,
5/1/11 1:00,5.62287092,
6/1/11 0:30,3.5430181,
7/1/11 0:40,6.10179806,
8/1/11 0:05,4.93214798,
9/1/11 0:50,2.86711049,
10/1/11 0:35,3.2178328,
11/1/11 0:25,2.78737211,
12/1/11 0:05,-32767,
1/1/12 0:00,1.76523149,
2/1/12 0:15,2.6975348,
3/1/12 0:20,2.28893065,
4/1/12 0:45,1.90264821,
5/1/12 0:00,8.49286747,
6/1/12 0:40,3.16870928,
7/1/12 0:50,5.74900961,
8/1/12 0:15,7.09927511,
9/1/12 0:40,5.73382759,
10/1/12 0:00,3.40959334,
11/1/12 0:05,5.72767067,
12/1/12 0:15,-32767,
1/1/13 0:10,2.39079833,
2/1/13 0:30,2.57332063,
3/1/13 0:00,1.96459568,
4/1/13 0:15,9.21511078,
5/1/13 0:50,3.53387618,
6/1/13 0:15,3.66622901,
7/1/13 0:25,10.5459671,
8/1/13 0:00,5.41440058,
9/1/13 0:35,2.41652989,
10/1/13 0:20,4.75434303,
11/1/13 0:10,1.60018516,
12/1/13 0:20,-32767,
1/1/14 0:45,2.44163442,
2/1/14 0:00,1.84218478,
3/1/14 0:25,3.06520772,
4/1/14 0:15,5.02785873,
5/1/14 0:25,6.76148033,
6/1/14 0:00,8.0761404,
7/1/14 0:00,7.11785269,
8/1/14 0:45,4.63507891,
9/1/14 0:10,3.79036689,
10/1/14 0:20,2.30709386,
11/1/14 0:45,3.53740239,
12/1/14 0:00,-32767,
1/1/15 0:10,4.45043993,
2/1/15 0:05,3.65923023,
3/1/15 0:25,3.7143724,
4/1/15 0:00,6.38719749,
5/1/15 0:00,6.42778492,
6/1/15 0:45,8.62396526,
7/1/15 0:55,8.74396896,
8/1/15 0:20,6.48347712,
9/1/15 0:45,2.88982439,
10/1/15 0:00,2.35995126,
11/1/15 0:10,3.27260876,
12/1/15 0:25,-32767,
1/1/16 0:15,1.90702081,
2/1/16 0:35,3.43945837,
3/1/16 0:05,2.45346451,
4/1/16 0:00,7.12055922,
5/1/16 0:10,5.02232742,
6/1/16 0:55,4.79983473,
7/1/16 1:00,3.89754772,
8/1/16 0:30,6.48431158,
9/1/16 0:00,2.55868435,
10/1/16 0:05,1.56445444,
11/1/16 0:25,2.20137525,
12/1/16 0:35,-32767,
1/1/17 0:25,3.30447149,
2/1/17 0:50,2.30608463,
3/1/17 0:10,1.91069591,
4/1/17 0:30,2.88975716,
5/1/17 1:00,3.98889065,
6/1/17 0:30,4.16252327,
7/1/17 0:40,10.0351896,
8/1/17 0:05,4.81496382,
9/1/17 0:25,3.5543592,
10/1/17 0:35,3.74167013,
11/1/17 0:25,2.44125128,
12/1/17 0:05,-32767,
1/1/18 0:00,2.50381064,
2/1/18 0:20,2.08702183,
3/1/18 0:45,3.50903487,
4/1/18 0:00,3.9920702,
5/1/18 0:40,7.5799613,
6/1/18 0:05,5.95632362,
7/1/18 0:15,6.61805868,
8/1/18 1:00,6.15189219,
9/1/18 0:25,3.11178255,
10/1/18 0:05,1.74682176,
11/1/18 0:00,3.25092268,
12/1/18 0:10,-32767,
1/1/19 0:30,2.98161149,
2/1/19 0:20,2.27603865,
